time	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	knee_angle_r_beta	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	knee_angle_l_beta	ankle_angle_l	subtalar_angle_l	mtp_angle_l	L5_S1_Flex_Ext	L5_S1_Lat_Bending	L5_S1_axial_rotation	L4_L5_Flex_Ext	L4_L5_Lat_Bending	L4_L5_axial_rotation	L3_L4_Flex_Ext	L3_L4_Lat_Bending	L3_L4_axial_rotation	L2_L3_Flex_Ext	L2_L3_Lat_Bending	L2_L3_axial_rotation	L1_L2_Flex_Ext	L1_L2_Lat_Bending	L1_L2_axial_rotation	L1_T12_Flex_Ext	L1_T12_Lat_Bending	L1_T12_axial_rotation	Abs_r3	Abs_r2	Abs_r1	Abs_t1	Abs_t2	neck_flexion	neck_bending	neck_rotation	arm_flex_r	arm_add_r	arm_rot_r	elbow_flex_r	pro_sup_r	wrist_flex_r	wrist_dev_r	arm_flex_l	arm_add_l	arm_rot_l	elbow_flex_l	pro_sup_l	wrist_flex_l	wrist_dev_l
0.3448276	-96.83794786	10.47867153	165.57771765	4.92430093	-0.04122734	-1.04509767	-9.96076605	29.92926127	3.7691923	59.307731	1.03511518	147.33012048	-15.63883633	0	-8.22301098	-29.24190419	-20.12995601	64.32824112	1.12273961	27.96830088	-19.19017464	0	-11.60365197	-0.16789502	-3.51303634	-21.54914207	-0.22330038	-3.73260111	-19.06363982	-0.40821995	-3.73260111	-13.26181383	-0.40821995	-3.07390679	-10.77515122	-0.34237153	-2.85434202	-6.63032673	-0.26006939	-2.63477725	-82.88372563	-1.89926205	-19.53845419	0	0	-28.44601301	67.94224412	-44.9048633	42.68138943	-53.68540445	-90.19066709	106.58205739	74.20887809	0	4.99164323	23.90696102	-21.17037802	170.301469	149.98048945	52.9003255	0	4.99164323
0.3793103	-96.3709043	12.89109282	166.64257461	4.92046011	-0.04490871	-1.03584808	-9.61622078	29.92994154	-2.20101117	59.31287309	1.03520492	143.20733105	-19.27258107	0	-7.25492944	-31.95997828	-18.5646658	65.41576726	1.14172052	28.50046405	-19.17055788	0	-11.75529519	0.28137289	-3.10368971	-21.8307587	0.37422595	-3.29767032	-19.31277447	0.68413006	-3.29767032	-13.43512687	0.68413006	-2.7157285	-10.91596711	0.57377561	-2.52174789	-6.71697567	0.43584661	-2.32776728	-83.96689802	3.18294646	-17.26179107	0	0	-28.45966266	68.73439867	-44.90738663	44.88824305	-62.76934943	-86.78198775	104.49490033	74.43147417	0	4.9919001	24.56376665	-19.23913796	171.64228177	149.98084719	52.81173503	0	4.9919001
0.4137931	-96.05904415	13.97757158	166.81205489	4.91723054	-0.04704056	-1.03132892	-9.4827547	29.93806252	-4.4965781	59.06561612	1.03088948	141.86287798	-19.70140183	0	-7.00858301	-32.98988575	-17.94853879	65.76586292	1.14783084	29.53512727	-18.74331233	0	-11.79134451	0.47652178	-2.88250089	-21.89770589	0.63377397	-3.0626572	-19.37199989	1.15861506	-3.0626572	-13.47632764	1.15861506	-2.52218828	-10.94944251	0.97172321	-2.34203198	-6.73757425	0.73813224	-2.16187567	-84.22439469	5.39050968	-16.03160523	0	0	-28.45979667	68.38841053	-44.90871017	47.72636298	-68.05492624	-83.13596256	104.08595223	74.48104503	0	4.99239575	24.55105807	-18.29362593	173.74290731	149.98088151	52.67463186	0	4.99239575
0.4482759	-96.47332645	14.08371279	166.67682691	4.91922634	-0.04619698	-1.02998879	-9.98548869	29.94341843	-4.17230567	58.78667628	1.02602106	142.13187147	-19.73053598	0	-7.91096434	-32.68048523	-17.83005657	65.62769784	1.14541941	31.10365635	-16.97068988	0	-11.85438046	0.46814454	-2.80269344	-22.01476995	0.62263224	-2.97786178	-19.47556165	1.13824665	-2.97786178	-13.54837142	1.13824665	-2.45235676	-11.00797769	0.95464036	-2.27718842	-6.77359299	0.7251559	-2.10202008	-84.67465417	5.29574472	-15.58774012	0	0	-28.45529073	67.73736822	-44.90999302	48.68918229	-70.10651007	-81.60764739	104.95885041	73.84745641	0	4.99278231	24.596614	-18.09232431	177.61538598	149.98056051	52.88891776	0	4.99278231
0.4827586	-97.68487927	13.68648648	166.55261424	4.92414917	-0.04653567	-1.03056618	-11.20947	29.944794	-2.3668698	58.63578735	1.02338755	143.27289764	-19.63493162	0	-9.52983638	-31.26659526	-16.92608875	65.21155995	1.13815643	32.27817631	-15.2550994	0	-12.01384986	0.3065646	-2.90687013	-22.31092058	0.40773092	-3.08854951	-19.73755394	0.74538117	-3.08854951	-13.73062901	0.74538117	-2.54351136	-11.15606098	0.62514653	-2.36183198	-6.86471381	0.47486856	-2.1801526	-85.8137282	3.46792006	-16.16713958	0	0	-28.44976587	66.96705555	-44.91123112	49.47870321	-69.20708213	-80.94342846	106.81770458	72.72280683	0	4.99328508	24.34388625	-19.03167431	181.0610214	149.97996571	52.9552888	0	4.99328508
0.5172414	-98.89991783	13.34989197	166.55125972	4.92604484	-0.04969402	-1.03094363	-12.47955355	29.94202034	-1.05473021	58.25580892	1.01675567	143.87686439	-19.43198842	0	-10.90115653	-30.13599639	-16.17449558	64.88228578	1.13240951	32.89547135	-14.33618842	0	-12.18106523	0.13085677	-3.06346309	-22.62145624	0.1740395	-3.25492953	-20.01227207	0.31816515	-3.25492953	-13.92173945	0.31816515	-2.6805302	-11.31133718	0.26684313	-2.48906376	-6.96026067	0.20269714	-2.29759732	-87.00813085	1.48027796	-17.03806266	0	0	-28.44684455	66.59117542	-44.91213163	49.98378699	-67.17799441	-80.74118984	109.14924125	71.98880294	0	4.99363485	24.13804969	-20.14263105	182.93687126	149.97932697	52.93893136	0	4.99363485
0.5517241	-99.62755013	13.2315802	166.79271468	4.92216024	-0.05383649	-1.02866065	-13.20608267	29.93509277	-1.07212205	57.6427687	1.0060561	143.54104894	-19.28357078	0	-11.52026407	-29.95555806	-16.13472528	64.95857073	1.13374094	33.87410169	-13.24595886	0	-12.27538492	0.04047112	-3.17843226	-22.79661734	0.0538266	-3.37708427	-20.16722989	0.09840149	-3.37708427	-14.02953743	0.09840149	-2.78112823	-11.39892244	0.08252872	-2.58247621	-7.01415494	0.06268977	-2.38382419	-87.68184696	0.45781745	-17.67748669	0	0	-28.44593176	66.48435147	-44.91214608	50.00633912	-65.69316006	-80.69895715	111.39733268	71.62281765	0	4.99382834	24.39435788	-20.45631576	183.93155705	149.97867426	52.98486561	0	4.99382834
0.5862069	-100.20925779	13.02041256	167.0752536	4.91522019	-0.05842482	-1.02490246	-13.50945158	29.9252488	-1.17154967	57.51900578	1.00389603	143.52398596	-19.04076528	0	-11.82723929	-29.7988694	-16.00205676	65.19114533	1.13780013	35.18547689	-11.98175183	0	-12.3322827	-0.01922546	-3.2868445	-22.9022822	-0.02556986	-3.49227228	-20.26070724	-0.04674477	-3.49227228	-14.09456589	-0.04674477	-2.87598894	-11.45175771	-0.03920455	-2.67056116	-7.04666633	-0.02978023	-2.46513338	-88.08826207	-0.2174822	-18.28044307	0	0	-28.44462684	66.41363106	-44.91198635	49.72130666	-64.84073976	-80.697577	113.50993044	71.35680314	0	4.99395537	25.04064713	-20.46364899	184.61731437	149.97791905	53.07190098	0	4.99395537
0.6206897	-100.99925637	12.31696012	167.0289598	4.90973084	-0.06354694	-1.02355422	-13.77454266	29.92034202	0.34384176	58.1588141	1.0150628	145.11103489	-17.89144655	0	-12.3345019	-28.68011821	-15.40660035	65.10997648	1.13638347	35.62859513	-11.68312567	0	-12.39128015	-0.15152849	-3.42332297	-23.01184637	-0.20153289	-3.63728066	-20.35763416	-0.36842637	-3.63728066	-14.16199409	-0.36842637	-2.9954076	-11.50654275	-0.3089969	-2.78144992	-7.08037748	-0.23471763	-2.56749223	-88.50967501	-1.71412059	-19.03949539	0	0	-28.44508745	66.45184191	-44.9119631	48.3430198	-63.87541937	-81.71334228	115.79646723	71.22156851	0	4.99413096	25.87520056	-20.71349788	185.75573061	149.97718357	53.41450964	0	4.99413096
0.6551724	-101.75792871	10.91721591	166.45222234	4.90751223	-0.06746294	-1.02755927	-14.1170824	29.92759772	4.07055047	58.96231791	1.02908658	148.35548054	-14.74655784	0	-12.95451569	-26.60505983	-15.13486086	64.53782352	1.12639751	34.70880521	-12.85038935	0	-12.3957996	-0.40743801	-3.61510232	-23.02023944	-0.54189255	-3.84104621	-20.36505916	-0.99064478	-3.84104621	-14.16715936	-0.99064478	-3.16321453	-11.51073951	-0.83084759	-2.93727063	-7.08295989	-0.63112148	-2.71132674	-88.54195696	-4.60902025	-20.10611457	0	0	-28.44486917	66.43106443	-44.91215803	45.63927813	-61.83997462	-83.87397669	118.51556198	71.07173238	0	4.99438674	26.38432994	-21.59184024	186.76180528	149.97663127	53.73699141	0	4.99438674
0.6896552	-101.9811157	9.25513816	165.69862415	4.90648055	-0.06819661	-1.03450247	-14.11355907	29.93684524	8.2021082	59.71279607	1.0421849	151.47979825	-10.99582194	0	-13.15098043	-24.79790199	-15.98707583	63.88824275	1.11506019	33.77595113	-13.92377389	0	-12.27667247	-0.68716059	-3.82543834	-22.79900845	-0.91392358	-4.06452824	-20.16934521	-1.67076225	-4.06452824	-14.03100897	-1.67076225	-3.34725855	-11.40011806	-1.40125787	-3.10816865	-7.01489065	-1.06441175	-2.86907876	-87.69104381	-7.77329797	-21.27594043	0	0	-28.4400086	66.11611074	-44.9116898	43.301173	-59.09185176	-85.49750846	121.13583442	70.84283614	0	4.99465411	26.14590023	-22.65451667	187.78307395	149.97629693	53.9047368	0	4.99465411
