time	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	knee_angle_r_beta	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	knee_angle_l_beta	ankle_angle_l	subtalar_angle_l	mtp_angle_l	L5_S1_Flex_Ext	L5_S1_Lat_Bending	L5_S1_axial_rotation	L4_L5_Flex_Ext	L4_L5_Lat_Bending	L4_L5_axial_rotation	L3_L4_Flex_Ext	L3_L4_Lat_Bending	L3_L4_axial_rotation	L2_L3_Flex_Ext	L2_L3_Lat_Bending	L2_L3_axial_rotation	L1_L2_Flex_Ext	L1_L2_Lat_Bending	L1_L2_axial_rotation	L1_T12_Flex_Ext	L1_T12_Lat_Bending	L1_T12_axial_rotation	Abs_r3	Abs_r2	Abs_r1	Abs_t1	Abs_t2	neck_flexion	neck_bending	neck_rotation	arm_flex_r	arm_add_r	arm_rot_r	elbow_flex_r	pro_sup_r	wrist_flex_r	wrist_dev_r	arm_flex_l	arm_add_l	arm_rot_l	elbow_flex_l	pro_sup_l	wrist_flex_l	wrist_dev_l
3.8275862	-41.76121123	-13.88650119	297.12237036	5.26545397	-0.53874383	-1.57811601	20.69036669	-1.19631685	-69.99419224	74.00312234	1.29159814	253.14986713	19.96114286	0	24.22883831	-59.99443714	-69.98571223	0.0025975	0.00004534	-51.90636918	-12.03757907	0	-0.23528498	1.02693182	9.02592806	-0.43694773	1.36581932	9.59004857	-0.38654969	2.49688202	9.59004857	-0.2689072	2.49688202	7.89768705	-0.21848563	2.09411936	7.33356655	-0.13444184	1.59071738	6.76944605	-1.68061706	11.6168581	50.1995041	0	0	23.34896321	-9.74584598	44.85195015	12.37663319	64.13413718	-301.90426164	56.6329866	2.23691538	0	5.00000014	50.42895993	-45.32788302	302.8489645	89.00033179	4.37245708	0	5.00000014
3.862069	-42.23619241	-14.81049874	295.84616033	5.26383332	-0.52730328	-1.59374085	20.21047028	7.70229579	-69.99374921	66.15919403	1.15469577	254.11995218	19.96059688	0	22.50745266	-59.99413818	-69.98621028	0.00248498	0.00004337	-51.1249905	-13.51942675	0	0.1616867	0.55163528	16.32712541	0.30026838	0.73367492	17.34757075	0.26563508	1.34124602	17.34757075	0.18479173	1.34124602	14.28623473	0.15014227	1.12489466	13.2657894	0.09238778	0.85448305	12.24534406	1.15491195	6.2402086	90.80657339	0	0	13.05356165	7.90912519	35.4650043	66.54888715	56.08823166	-370.25300397	51.4050175	1.94469772	0	5.00000014	78.84062096	9.71736827	317.52585641	76.47240488	3.46820742	0	5.00000014
3.8965517	-45.86030029	-11.382684	294.5719032	5.29236108	-0.52593386	-1.60790421	24.29187487	11.72141988	-69.99326318	62.72787975	1.09480803	252.30645138	19.96620624	0	27.20869818	-59.99456432	-69.98625236	0.00228062	0.0000398	-49.12586449	-13.57008079	0	1.15511232	0.05202006	22.35752002	2.14515909	0.06918668	23.75486502	1.89773403	0.12648157	23.75486502	1.32017787	0.12648157	19.56283002	1.0726373	0.10607931	18.16548502	0.66003118	0.08057907	16.76814002	8.25085178	0.58846132	124.34581911	0	0	18.04565337	0.84168268	4.23515161	74.49477884	39.49352607	-393.54460007	69.31773637	2.58628252	0	5.00000014	78.45415119	36.56988136	328.99671458	59.72894721	2.15017536	0	5.00000014
3.9310345	-49.30670244	-8.84324797	293.69600422	5.33716713	-0.52113414	-1.64260801	27.59579447	17.5163542	-69.99284782	56.52870078	0.98661195	248.43099877	19.97487472	0	31.83552015	-59.99527467	-69.98618471	0.00208899	0.00003646	-46.62696324	-12.70361617	0	2.07386602	-0.24262057	26.36682713	3.85137659	-0.32268536	28.01475382	3.40715449	-0.58990766	28.01475382	2.37022148	-0.58990766	23.07097374	1.92579199	-0.49475187	21.42304704	1.18500705	-0.37581927	19.77512034	14.81341762	-2.74457245	146.64438243	0	0	14.40876383	-4.68396419	-16.47208556	67.13248227	32.40490781	-399.88338366	97.62961796	2.6828008	0	5.00000014	70.77927495	49.50794594	344.7847057	53.66809438	1.75699623	0	5.00000014
3.9655172	-50.70365769	-7.78147438	293.19178961	5.3807156	-0.528902	-1.68158641	28.5457582	29.99115379	-69.9913283	42.66931982	0.74472012	248.26520673	19.96822676	0	33.58035155	-59.99199966	-69.98660963	0.00218412	0.00003812	-45.59782327	-12.32943379	0	2.67445037	-0.39922264	29.07108492	4.96672178	-0.53096611	30.88802773	4.39385451	-0.97066992	30.88802773	3.05662933	-0.97066992	25.4371993	2.48349461	-0.8140948	23.6202565	1.52818094	-0.61839586	21.80331369	19.10333156	-4.51608631	161.68465299	0	0	11.34181603	-6.18597309	-30.85750202	56.25685262	30.75910846	-401.01734394	121.15343987	1.9731185	0	5.00000014	61.59029517	56.43277886	360.58342683	52.89072263	1.50400011	0	5.00000014
4	-40.37327674	-2.4741588	308.42304489	5.42771915	-0.57960621	-1.73162465	35.94416372	29.99672275	-69.99113058	27.45249207	0.47913637	258.37262276	19.98070985	0	38.87949115	-40.69795343	-69.9855785	0.00230561	0.00004024	-42.45124021	-4.78917977	0	-0.1627344	-1.65032794	28.57458799	-0.30221406	-2.19493616	30.36049974	-0.26735635	-4.01260736	30.36049974	-0.18598915	-4.01260736	25.00276449	-0.15111517	-3.36534874	23.21685274	-0.09298644	-2.55635798	21.43094099	-1.16239557	-18.66883975	158.92328602	0	0	14.37299861	-8.38144815	-41.27283297	51.00111266	26.08110939	-402.30792275	134.77252889	1.85564083	0	5.00000014	58.87026807	61.93175103	371.02191099	53.16043035	1.57058357	0	5.00000014
4.0344828	-13.32063004	-0.56755629	476.95498076	5.30590219	-0.55975016	-1.99629297	-3.33198907	-26.33241957	-69.99088062	0.00886556	0.00015473	314.89719783	-19.98472945	0	-9.55366411	29.98768484	39.97209569	0.00462879	0.00008079	-56.13925406	19.98774484	0	-0.3211822	2.75427503	0.08547554	-0.59646746	3.66318579	0.09081776	-0.52767023	6.69674431	0.09081776	-0.36707913	6.69674431	0.0747911	-0.29824979	5.61651764	0.06944888	-0.18352351	4.26637202	0.06410665	-2.29417231	31.15691	0.47538931	0	0	14.63225398	-15.67222496	-42.57735449	55.88172954	16.19609242	-404.80955998	135.11338315	2.14160702	0	5.00000014	65.01962005	67.38352928	365.84310281	54.17644029	1.61365613	0	5.00000014
4.0689655	-15.25585175	-3.76743969	475.14241744	5.41557183	-0.68536317	-2.08881542	0.49185244	-39.86552886	-69.98701637	0.00786098	0.0001372	300.29204031	-19.94805632	0	-8.40925689	29.99669361	39.98763162	0.00333643	0.00005823	-52.23216233	19.99370505	0	0.32379053	1.41845852	2.77345191	0.6013114	1.88654983	2.94679265	0.53195546	3.44884004	2.94679265	0.3700602	3.44884004	2.42677042	0.30067189	2.89252061	2.25342968	0.18501391	2.19719224	2.08008893	2.31280338	16.04588644	15.42510748	0	0	22.21253544	0.93913931	-44.7043111	43.99083831	8.98171502	-424.18595462	141.60524295	1.73129548	0	5.00000014	48.23168127	68.25592436	394.48440176	53.2537037	1.99313672	0	5.00000014
4.1034483	-20.13528786	-4.57932832	469.27686263	5.62761616	-0.86103343	-2.22290855	7.27364583	-52.52469485	-69.98445977	0.00642014	0.00011205	293.45968485	-14.08062282	0	-9.37804271	29.9975173	39.99338546	0.00256328	0.00004474	-43.86006948	19.99562345	0	-0.03962315	-0.33949536	5.61650796	-0.07358416	-0.45152883	5.96753971	-0.06509688	-0.82544903	5.96753971	-0.0452853	-0.82544903	4.91444447	-0.03679406	-0.69229895	4.56341272	-0.02264067	-0.52587832	4.21238097	-0.28302422	-3.84043945	31.23733233	0	0	28.28891929	11.37915742	-44.88514294	45.67873454	13.58173686	-442.27604124	142.34790163	1.54533852	0	5.00000014	63.52770491	58.93552215	415.45985737	57.51477664	2.87949792	0	5.00000014
4.137931	-26.88708351	-1.98235912	458.56878638	5.95527903	-1.09675487	-2.41068246	25.0638891	-59.99737699	-69.97104216	0.00274692	0.00004794	290.83345033	-6.7485273	0	-13.70094918	29.92099806	39.99488005	0.00237267	0.00004141	-29.4195754	19.99549119	0	-1.22756179	-2.11920941	8.70259952	-2.279705	-2.81854852	9.24651199	-2.01676127	-5.15264577	9.24651199	-1.40298037	-5.15264577	7.61477458	-1.13991388	-4.32149184	7.07086211	-0.70142881	-3.28265538	6.52694964	-8.76835111	-23.97292074	48.40124775	0	0	28.51210452	9.14625176	-44.91839063	74.91513966	29.17964266	-452.63390311	148.69296215	1.33135554	0	5.00000014	119.07557588	28.30481694	433.38418999	89.2908166	2.00184952	0	5.00000014
4.1724138	-26.11364285	2.71537647	454.53465616	6.29927395	-1.31601452	-2.6398592	28.80724426	-59.99664298	-69.95763507	0.00298497	0.0000521	287.75790151	-5.67780685	0	-25.27445231	16.97469343	39.99769986	0.001949	0.00003402	-9.86039741	19.99724867	0	-2.40146728	-3.16932684	9.17394464	-4.45976488	-4.2152047	9.74731618	-3.94537059	-7.70590129	9.74731618	-2.74463695	-7.70590129	8.02720156	-2.23000251	-6.4628913	7.45383002	-1.3721984	-4.90928728	6.88045848	-17.15344062	-35.85205912	51.02272789	0	0	28.58235209	2.12944841	-44.9376811	117.04637739	42.29813762	-460.47095719	149.93507825	11.85612392	0	5.00000014	155.64547158	-0.47417477	438.67708195	108.73124529	1.39645311	0	5.00000014
4.2068966	-23.08514996	6.95738208	455.68719856	6.5768308	-1.49165014	-2.82335787	21.82101108	-59.60304782	-69.9680724	0.00487158	0.00008503	285.9352924	-6.79681861	0	-37.40496178	-1.44548252	39.99845432	0.00172717	0.00003014	10.57846607	19.99794354	0	-3.39853446	-3.55885825	9.73331535	-6.31141834	-4.73328147	10.34164756	-5.58345226	-8.65300794	10.34164756	-3.88418503	-8.65300794	8.51665093	-3.1558791	-7.25722373	7.90831872	-1.94192259	-5.51267142	7.29998652	-24.27539177	-40.25851625	54.13378	0	0	28.60711304	-4.56669711	-44.95316549	143.76486852	36.74987897	-457.42475949	148.89353034	1.71634987	0	5.00000014	167.64382255	-9.0461544	434.95857497	100.25116747	1.55139172	0	5.00000014
4.2413793	-18.15924236	8.05533298	458.16330226	6.76296134	-1.64259705	-2.94426068	14.95173767	-56.73783729	-69.97802426	0.00480689	0.0000839	285.23197707	-8.53620933	0	-44.64510424	-20.14744717	39.99826353	0.00153795	0.00002684	27.02848764	19.99777974	0	-3.5317721	-3.40184129	9.83675699	-6.55885396	-4.52444892	10.4515543	-5.80234838	-8.27123692	10.4515543	-4.03646233	-8.27123692	8.60716236	-3.27960357	-6.93703477	7.99236505	-2.01805458	-5.26945217	7.37756774	-25.2270949	-38.48230909	54.70909133	0	0	28.61432924	-8.9080106	-44.95854968	153.84223747	28.80327476	-454.31380747	139.47665243	1.96309525	0	5.00000014	171.47206906	-11.08564607	431.96884506	84.7776005	1.52355409	0	5.00000014
4.2758621	-15.62598899	7.47322949	460.66377251	6.86532435	-1.74558517	-3.01869654	11.2846589	-55.61188854	-69.98169014	0.00503837	0.00008794	284.758684	-9.66837221	0	-47.61478043	-30.6745619	39.99793239	0.00153453	0.00002678	34.56766076	19.99749496	0	-3.4650918	-3.29411214	9.48714344	-6.43502199	-4.38116915	10.0800899	-5.69279933	-8.00930426	10.0800899	-3.96025342	-8.00930426	8.30125051	-3.21768425	-6.71735348	7.70830404	-1.97995346	-5.10257971	7.11535758	-24.75080425	-37.26365536	52.76464567	0	0	28.61664784	-11.11499749	-44.96021194	157.19913017	22.47085553	-453.28686586	131.76929074	1.9655937	0	5.00000014	173.18121765	-12.17093876	430.84839924	74.34705247	1.39862869	0	5.00000014
4.3103448	-14.64221858	7.48087307	461.5313292	6.91476414	-1.79405889	-3.06669405	9.59808288	-54.98451689	-69.98232367	0.00518779	0.00009054	284.69470304	-9.93811931	0	-49.17549606	-33.94257409	39.99774167	0.00161317	0.00002816	36.35433982	19.99731322	0	-3.44063874	-3.20909313	9.25473014	-6.3896102	-4.26809387	9.83315077	-5.65262538	-7.80258904	9.83315077	-3.93230601	-7.80258904	8.09788887	-3.19497713	-6.54398271	7.51946824	-1.96598097	-4.97088526	6.9410476	-24.57613843	-36.30190333	51.4720326	0	0	28.61702333	-12.00794539	-44.96015536	157.12301392	16.03346439	-453.28166652	126.59089094	2.18516321	0	5.00000014	173.78977637	-13.78824898	430.71372967	70.82789472	1.57754351	0	5.00000014
4.3448276	-14.44630198	7.75985181	461.35788934	6.93832994	-1.80313314	-3.10364623	9.05671029	-54.53566034	-69.98200534	0.00507829	0.00008863	284.96248731	-9.69948153	0	-49.75385224	-33.45432795	39.99769716	0.00177404	0.00003096	35.51050099	19.99723886	0	-3.39706908	-3.14578614	9.0802321	-6.308697	-4.18389557	9.6477466	-5.5810448	-7.64866442	9.6477466	-3.88251026	-7.64866442	7.94520308	-3.15451835	-6.4148871	7.37768858	-1.94108527	-4.87282273	6.81017407	-24.26492476	-35.58576198	50.50152685	0	0	28.61614193	-11.8168016	-44.95866988	154.61399602	8.66909865	-454.30481557	121.8861234	1.84330421	0	5.00000014	173.88301968	-16.45274346	431.42457061	71.68267211	1.3020987	0	5.00000014
4.3793103	-14.3670578	8.04298711	460.91203049	6.96981485	-1.80287055	-3.14617091	8.91077718	-54.10528981	-69.9822352	0.00486174	0.00008485	285.25560846	-9.4481099	0	-49.80832025	-32.06674246	39.99766222	0.00202133	0.00003528	33.79625067	19.99715358	0	-3.33362594	-3.12252191	8.9399554	-6.19087672	-4.15295413	9.49870262	-5.47681405	-7.59209976	9.49870262	-3.81000108	-7.59209976	7.82246098	-3.09560504	-6.36744667	7.26371377	-1.90483386	-4.83678643	6.70496655	-23.81175669	-35.3225923	49.72134997	0	0	28.61499467	-11.5229896	-44.95718193	151.19974084	0.79632457	-455.95309657	116.008596	1.8146851	0	5.00000014	173.97335335	-19.54694589	432.35628566	72.43136393	1.29169231	0	5.00000014
4.4137931	-14.20046344	8.90627401	460.11313359	7.03139431	-1.81467937	-3.20370282	8.73096714	-53.60017643	-69.98269456	0.00470823	0.00008217	285.35230513	-9.28706744	0	-49.82055659	-29.24957104	39.99764579	0.00229053	0.00003998	30.39626678	19.99706124	0	-3.39598794	-3.14700691	9.03678291	-6.30668921	-4.18551919	9.60158184	-5.57926859	-7.65163261	9.60158184	-3.88127462	-7.65163261	7.90718505	-3.15351441	-6.4173765	7.34238611	-1.94046751	-4.87471371	6.77758718	-24.25720229	-35.5995716	50.25987551	0	0	28.61496987	-11.6250373	-44.95707169	149.31821277	-6.81047234	-457.43753172	109.20509291	1.888699	0	5.00000014	174.31202447	-21.95190238	432.61902149	69.62199764	1.20360066	0	5.00000014
4.4482759	-14.6204961	11.75325487	458.02388414	7.10838134	-1.82908616	-3.26501652	8.35079262	-53.31733858	-69.98130577	0.00467768	0.00008164	285.32059167	-8.72594559	0	-49.8080663	-20.3809044	39.99768311	0.00243288	0.00004246	21.23989254	19.99697867	0	-3.80404232	-3.20310187	9.60417836	-7.06448699	-4.26012549	10.2044395	-6.24966113	-7.7880219	10.2044395	-4.34763997	-7.7880219	8.40365606	-3.5324337	-6.53176534	7.80339491	-2.17362978	-4.9616048	7.20313377	-27.17189389	-36.23412902	53.41555876	0	0	28.6162122	-11.97889152	-44.95807905	149.12212318	-14.98790923	-457.96531351	101.11614757	1.85237909	0	5.00000014	174.85043121	-23.38330184	432.09672537	63.87633531	1.12647565	0	5.00000014
4.4827586	-16.32494323	13.58494507	457.46313359	7.14207787	-1.83718384	-3.29540399	7.57496648	-54.80097492	-69.97950928	0.00487933	0.00008516	285.14132649	-8.44026994	0	-43.52232639	-1.63672418	39.99738277	0.00247047	0.00004312	-1.78104781	19.99667227	0	-4.27101889	-3.32289158	9.90027793	-7.93170918	-4.4194458	10.5190453	-7.01685693	-8.07927858	10.5190453	-4.88134749	-8.07927858	8.66274319	-3.96606814	-6.7760405	8.04397582	-2.44046019	-5.14715905	7.42520844	-30.50746083	-37.5892141	55.06237574	0	0	28.61756752	-12.05699122	-44.95943236	148.86112101	-25.63760564	-457.22032299	89.86096052	1.8015354	0	5.00000014	175.28101835	-24.44565705	430.79579167	58.43158721	1.06054576	0	5.00000014
4.5172414	-13.62603175	2.6454434	469.64631569	7.10240084	-1.93875053	-3.26984243	1.25686725	-56.34291459	-69.98743897	0.00598048	0.00010438	283.9067319	-12.58630134	0	-20.71244108	19.59456682	39.98825907	0.00279361	0.00004876	-42.90128117	19.99340316	0	-3.28156546	-3.18838943	7.55030042	-6.09419522	-4.24055794	8.0221942	-5.3912839	-7.75225006	8.0221942	-3.75050117	-7.75225006	6.60651287	-3.04726169	-6.50176373	6.13461909	-1.87508651	-4.93881523	5.66272532	-23.43989394	-36.06769891	41.99250585	0	0	28.6193299	-13.88043845	-44.96132538	154.10763427	-36.35299843	-452.32334578	74.16345194	1.80079203	0	5.00000014	175.36975464	-24.95692774	428.66352879	51.51055685	0.90944039	0	5.00000014
4.5517241	-0.1406573	-0.04079921	478.43001584	7.24355422	-2.20621294	-3.32351046	-1.48835322	-45.42435013	-69.98939258	0.00693946	0.00012112	282.57011835	-15.38970846	0	-9.87727744	28.49457669	39.97656688	0.0210935	0.00036815	-59.99690598	8.51197136	0	-2.05631871	-2.06528496	6.5278648	-3.81878948	-2.746829	6.93585635	-3.37832601	-5.02153386	6.93585635	-2.35016666	-5.02153386	5.7118817	-1.90949756	-4.21152909	5.30389015	-1.17498051	-3.19912641	4.8958986	-14.68807893	-23.36291654	36.30602566	0	0	28.62274271	-20.42203831	-44.96420701	167.48405305	-34.4887088	-443.56701922	58.00468836	1.40945812	0	5.00000014	176.53263113	-24.21988456	429.43010954	38.11557842	0.56347717	0	5.00000014
4.5862069	21.36461206	7.32623834	487.76071878	7.63806188	-2.5848457	-3.51948652	-2.35571274	-21.85213012	-69.99134099	0.00498862	0.00008707	281.99549616	-18.38894805	0	-4.54923813	18.48641704	39.98696397	5.81359519	0.10146638	-59.99913066	2.49807767	0	-0.76744948	-0.14078058	5.32564076	-1.42523044	-0.18723817	5.6584933	-1.26084276	-0.3422939	5.6584933	-0.87711801	-0.3422939	4.65993566	-0.71265359	-0.28707976	4.32708312	-0.43852063	-0.21806912	3.99423057	-5.48181491	-1.59253809	29.6196162	0	0	28.62576282	-27.75767118	-44.96691663	173.6826412	-24.99204839	-436.75408004	43.416388	0.89592549	0	5.00000014	178.65704569	-23.17796277	438.93540902	24.97683743	0.30493502	0	5.00000014
4.6206897	22.22065884	29.91784021	574.27523763	8.18294483	-3.05273307	-3.60970264	-4.69115653	22.54974183	39.98489043	5.50981484	0.09616441	270.58513844	-8.11455143	0	-8.86559322	-20.10551113	39.99687705	11.37629125	0.19855374	-59.99966204	-0.2877336	0	-0.85947846	2.58042014	-9.10917578	-1.59613745	3.43195878	-9.67849927	-1.41203717	6.27403352	-9.67849927	-0.98229793	6.27403352	-7.97052881	-0.7981117	5.26199274	-7.40120532	-0.49110599	3.99707079	-6.83188184	-6.13916871	29.19022866	-50.66250296	0	0	28.62975242	-34.01044809	-44.97207084	176.60909544	-17.195936	-424.82206628	29.79183962	0.46793896	0	5.00000014	183.24794738	-15.70550663	554.33834038	0.04683338	0.19925359	0	5.00000014
4.6551724	1.28766928	21.88895274	627.04604529	8.89271627	-3.37289029	-3.86611485	19.72103335	21.68161206	-36.70513128	22.2961733	0.38914163	264.6224338	-9.41107374	0	-3.43716684	-42.3953291	39.99431132	9.98749703	0.17431471	-59.99977523	-4.03114759	0	-3.34938126	3.80975364	-15.85168811	-6.22013593	5.06697235	-16.84241862	-5.50269847	9.26303501	-16.84241862	-3.82800784	9.26303501	-13.8702271	-3.11023543	7.76884963	-12.87949659	-1.91383645	5.90130839	-11.88876608	-23.92429538	43.09669517	-88.16233376	0	0	28.63329266	-38.05397706	-44.97727709	178.73392275	-12.3987562	-406.94460209	21.60170348	0.28683098	0	5.00000014	184.97221409	-15.64143146	541.9535602	1.94888472	0.21955901	0	5.00000014
4.6896552	0.99924012	18.26895609	635.08386942	9.77180745	-3.94173783	-4.30481493	130.9010056	-59.98486702	14.05798872	108.23012654	1.88897206	231.75571838	-12.50643701	0	-1.35213294	-44.81304775	39.98828712	8.74476527	0.15262495	-59.99981902	-4.47545217	0	-4.08685888	3.98501512	-16.55027059	-7.58970563	5.3000701	-17.5846625	-6.71430045	9.68916575	-17.5846625	-4.67087101	9.68916575	-14.48148676	-3.79505716	8.12624283	-13.44709485	-2.33523116	6.17278842	-12.41270294	-29.19202429	45.079288	-92.04763992	0	0	28.6356539	-40.97944743	-44.98092503	183.53684214	-12.85818113	-290.70519054	0.08629962	0.22702199	0	5.00000014	185.96909554	-14.61318059	528.20398294	4.24856234	0.17808396	0	5.00000014
4.7241379	2.88504623	12.60717198	641.46567018	10.47230775	-4.46213807	-4.62334112	149.99339026	-59.99811983	21.90882574	14.93252868	0.26062179	142.97774151	-19.96747926	0	-4.96482928	-45.48293507	-69.99430677	5.76919086	0.10069138	-59.99982108	-4.43327083	0	-4.62520219	3.83900833	-17.77920157	-8.58946298	5.10588108	-18.89040166	-7.59874467	9.33416486	-18.89040166	-5.28614358	9.33416486	-15.55680137	-4.29496275	7.82850579	-14.44560127	-2.64284053	5.94662391	-13.33440117	-33.03735669	43.42763007	-98.88258535	0	0	28.63713544	-42.11043363	-44.98328563	183.59308324	-10.54872544	-293.42011076	1.67764785	0.2162203	0	5.00000014	186.50288468	-13.85971842	520.36225449	5.14595396	0.15630752	0	5.00000014
4.7586207	1.62415369	11.56087704	641.91850391	10.75267467	-4.66974093	-4.76943112	149.99629699	-59.99648172	29.45963308	5.05173006	0.08816932	175.6107264	-19.98638748	0	-5.75487886	-47.20573345	-69.99174103	5.4935999	0.09588141	-59.99982375	-3.89269942	0	-4.98352187	3.95954711	-17.63701823	-9.25489846	5.26619766	-18.73933187	-8.18742807	9.62724284	-18.73933187	-5.69566714	9.62724284	-15.43239096	-4.6276984	8.07430847	-14.33007732	-2.84758439	6.13333847	-13.22776368	-35.59679834	44.79118882	-98.09180432	0	0	28.63776811	-42.73896662	-44.98431245	183.65365095	-10.06290941	-294.81565945	2.50785561	0.20159563	0	5.00000014	186.65684529	-14.32468647	515.35974373	5.47898887	0.15021054	0	5.00000014
4.7931034	2.47700542	14.6412008	639.91100629	10.61768651	-4.54523857	-4.7256483	149.98651188	-59.99489042	39.97162527	19.01986175	0.33195921	155.20651974	16.41792418	0	-4.22963717	-45.29793128	-69.98913325	5.13078743	0.08954913	-59.99979756	-3.73071017	0	-4.51778665	3.95008449	-17.40104625	-8.38998158	5.25361237	-18.48861164	-7.42227168	9.60423542	-18.48861164	-5.16337836	9.60423542	-15.22591547	-4.19521668	8.05501229	-14.13835008	-2.58146329	6.11868087	-13.05078469	-32.27009825	44.68414574	-96.77939892	0	0	28.63757404	-42.76558322	-44.98397683	183.54732675	-11.11224075	-292.39563845	2.42933374	0.2154194	0	5.00000014	186.26064664	-15.68088049	511.62803242	5.60017183	0.15665571	0	5.00000014
4.8275862	2.88299395	19.66047263	633.73218957	10.14102948	-4.15691059	-4.52009431	136.31743896	-59.99436882	25.64357889	114.94997901	2.00625561	241.89398121	-4.21852313	0	-4.1563071	-43.16784625	-69.98510868	4.7679258	0.083216	-59.99974323	-3.7906807	0	-3.90715261	3.94935678	-16.50087487	-7.25597312	5.25264452	-17.53217955	-6.41906103	9.60246608	-17.53217955	-4.46548472	9.60246608	-14.43826551	-3.62818192	8.05352835	-13.40696083	-2.232547	6.11755366	-12.37565615	-27.90840041	44.6759138	-91.77291575	0	0	28.63679404	-42.31781817	-44.98263402	183.42532825	-13.87045035	-287.34311871	1.8925439	0.25811324	0	5.00000014	185.64474406	-18.09153858	508.62051887	5.59579255	0.1769275	0	5.00000014
4.862069	1.96119194	20.36637044	632.1503591	9.75253295	-3.80464541	-4.31499223	37.00081831	-45.63367472	-59.62641768	94.25085757	1.64498779	268.61632374	-16.95652911	0	-4.37011313	-43.0622728	-69.97886766	4.45664025	0.07778305	-59.99969052	-3.84866896	0	-3.81754937	4.03709068	-16.34153329	-7.08957094	5.3693306	-17.36287912	-6.27185186	9.81578227	-17.36287912	-4.36307718	9.81578227	-14.29884163	-3.54497635	8.23243531	-13.27749579	-2.18134771	6.25345346	-12.25614996	-27.26837342	45.66837714	-90.88670568	0	0	28.63619818	-41.94658836	-44.98158823	183.63686393	-16.93749989	-279.94320971	1.92041142	0.3139168	0	5.00000014	185.09830964	-20.67509546	503.67423127	5.6721997	0.19990752	0	5.00000014
4.8965517	1.67254477	19.59941714	632.55156723	9.64958934	-3.73168115	-4.25554876	38.20771281	-53.33573022	-57.34345658	101.04165543	1.76350957	265.47397593	-19.97382186	0	-4.61232627	-43.25153124	-69.9796308	4.50416802	0.07861256	-59.99968703	-4.15491582	0	-3.84054058	4.02304154	-16.60261571	-7.13226792	5.35064524	-17.64027919	-6.30962413	9.78162319	-17.64027919	-4.38935383	9.78162319	-14.52728875	-3.56632599	8.2037863	-13.48962526	-2.19448489	6.23169134	-12.45196178	-27.43259734	45.50945047	-92.33876779	0	0	28.63610079	-42.00957567	-44.98143067	183.94524342	-17.67391021	-271.69551755	3.03401531	0.34379878	0	5.00000014	184.74051701	-21.96404117	498.51053163	5.86767897	0.21088108	0	5.00000014
4.9310345	11.14162434	21.07084455	627.86230473	10.00992344	-4.17989937	-4.46892165	-2.78094793	28.09284614	39.9621317	0.01419988	0.00024783	278.36198757	-4.06735366	0	-3.82622581	-34.72621952	-69.98306871	4.82306066	0.08417829	-59.99970399	-4.64072171	0	-2.73711281	3.14423965	-17.03650049	-5.0830922	4.18183873	-18.10128177	-4.49680264	7.64490428	-18.10128177	-3.12824623	7.64490428	-14.90693793	-2.54168296	6.41173349	-13.84215665	-1.56398626	4.87042721	-12.77737537	-19.55092311	35.56826773	-94.75190478	0	0	28.63646515	-41.92753956	-44.98207499	183.29153093	-14.93297877	-268.52980269	4.80572401	0.30176806	0	5.00000014	184.38098033	-20.25730259	494.11000537	6.20980039	0.19492956	0	5.00000014
4.9655172	40.87745101	9.17602591	508.60004039	12.05782235	-5.81861231	-5.8675581	1.04342998	-14.80461142	39.98801336	2.20316529	0.03845249	274.17945558	-14.49325264	0	0.55280347	9.95546984	39.98777725	6.50055389	0.11345607	-59.99970911	-2.23978933	0	-0.08574091	-0.60189603	1.84815254	-0.15922944	-0.80052173	1.96366207	-0.14086374	-1.46345002	1.96366207	-0.09799328	-1.46345002	1.61713347	-0.07961901	-1.22738639	1.50162394	-0.04899236	-0.93233696	1.3861144	-0.61243874	-6.80876832	10.27886997	0	0	28.63794488	-41.38314926	-44.98453702	180.48011493	-9.32032106	-275.3977144	6.24716772	0.18028648	0	5.00000014	183.37135009	-13.38155062	488.81906591	6.73068761	0.13650131	0	5.00000014
5	30.08957587	-1.2598393	498.70420252	14.3003492	-7.39320359	-7.11714663	2.11704831	-31.3720213	39.98984877	1.69541308	0.02959054	278.80164115	-11.17271967	0	0.66844628	20.25446528	39.98775839	4.75209737	0.08293975	-59.99960596	-0.74969279	0	-0.69846746	-2.4596312	3.55263527	-1.29712392	-3.2713095	3.77467498	-1.14751219	-5.9803473	3.77467498	-0.79827846	-5.9803473	3.10855587	-0.64859688	-5.01567994	2.88651616	-0.39910431	-3.80996873	2.66447646	-4.9890832	-27.82384005	19.75869161	0	0	28.63994903	-40.44147334	-44.98780948	180.93056991	-8.4119899	-272.61874612	6.70098577	0.12827256	0	5.00000014	183.88546732	-9.29517497	484.85224347	6.94235919	0.10435782	0	5.00000014
